loan_amnt,term,int_rate,annual_inc,installment,verification_status,grade,revol_util,loan_status
10000,0,13.36,45000.0,338.68,1,3,30.3,0
11250,0,9.38,45000.0,359.74,0,6,30.8,0
9000,0,12.09,53000.0,299.32,0,4,72.1,0
25000,0,14.93,160000.0,865.78,1,2,73.9,0
12000,0,9.38,135000.0,383.73,1,6,7.2,0
9500,0,8.0,55000.0,297.7,1,6,10.7,1
6500,0,13.04,63000.0,219.14,1,4,41.0,1
5400,0,13.04,77000.0,182.06,1,4,15.0,0
11500,0,11.78,45760.0,380.76,1,4,75.5,0
10500,0,9.38,55000.0,335.76,1,6,11.4,1
7500,0,13.04,62000.0,252.85,1,4,89.2,0
7000,0,15.57,56000.0,244.62,1,2,15.0,0
12500,0,11.46,82800.0,411.97,0,5,62.5,0
7200,0,9.07,57996.0,229.2,0,6,9.2,0
4775,0,11.14,51000.0,156.65,1,5,41.0,0
7500,0,12.72,82000.0,251.7,1,4,46.0,0
7500,0,10.2,78955.0,242.71,0,5,40.4,1
6600,0,9.07,32004.0,210.1,1,6,10.7,1
5150,0,12.41,105000.0,172.07,0,4,31.2,0
7500,0,10.51,42000.0,243.81,0,5,63.6,0
1500,0,8.32,52000.0,47.23,0,6,33.7,0
7500,0,10.51,160000.0,243.81,0,5,49.5,0
7500,0,9.07,60000.0,238.75,1,6,25.0,0
7000,0,15.88,95000.0,245.69,1,2,84.3,0
3000,0,10.2,55000.0,97.09,0,5,0.2,0
6000,0,9.07,65000.0,191.0,0,6,0.5,0
7500,0,10.83,90000.0,244.94,1,5,47.5,0
5000,0,10.83,47496.0,163.3,1,5,54.8,1
4500,0,10.83,38000.0,146.97,1,5,29.8,0
3000,0,11.78,28880.0,99.33,1,4,30.1,0
4700,0,12.09,40000.0,156.31,1,4,49.5,0
1775,0,12.72,45000.0,59.57,0,4,4.6,0
3000,0,14.12,24000.0,102.71,0,3,85.8,0
7500,0,10.96,36684.0,245.4,0,5,56.2,0
4000,0,10.33,31000.0,129.69,0,5,32.4,0
7500,0,10.01,79000.0,242.04,0,5,6.7,0
4000,0,7.68,41004.0,124.76,1,6,13.7,0
2750,0,12.86,58000.0,92.48,0,3,42.6,0
1000,0,11.28,35000.0,32.88,0,4,2.3,1
3200,0,7.68,55800.0,65.5,0,6,32.0,0
7500,0,11.59,116600.0,247.65,0,4,58.0,0
6000,0,12.86,33650.0,184.95,1,3,46.3,0
7000,0,11.28,34000.0,200.52,0,4,35.4,0
7500,0,13.49,145900.0,254.48,1,3,52.2,1
4800,0,11.59,85000.0,80.9,1,4,51.9,0
2400,0,13.8,48000.0,81.8,0,3,77.3,0
6000,0,11.28,47628.0,172.58,0,4,58.4,1
6000,0,8.63,80004.0,159.73,0,6,15.4,0
5000,0,8.63,21000.0,110.7,0,6,10.9,0
7500,0,11.28,87000.0,156.14,1,4,30.9,0
5000,0,8.32,52000.0,110.2,0,6,5.0,0
7500,0,8.63,225000.0,237.21,0,6,21.0,0
5600,0,14.12,28000.0,191.73,0,3,1.1,0
2875,0,11.28,36800.0,94.51,0,4,92.3,0
7500,0,10.01,50000.0,157.33,0,5,37.0,0
6000,0,11.28,40000.0,197.23,0,4,66.9,0
7000,0,10.96,63000.0,147.24,0,5,62.3,0
3000,0,10.33,22000.0,64.85,0,5,27.8,0
7500,0,13.8,50000.0,236.86,0,3,79.2,0
5000,0,11.59,30000.0,138.68,0,4,68.7,0
7500,0,8.0,230000.0,184.89,1,6,11.1,0
7500,0,12.54,87360.0,226.78,1,4,93.2,0
1000,0,7.37,77367.0,31.05,1,6,8.6,0
5600,0,8.32,56000.0,135.39,0,6,41.9,0
7500,0,11.59,50000.0,158.5,0,4,58.9,0
6000,0,11.28,63500.0,167.65,1,4,38.6,1
7500,0,8.32,82000.0,174.74,1,6,49.1,0
5000,0,11.28,55000.0,139.71,0,4,63.7,1
6000,0,7.68,41004.0,96.69,0,6,21.5,0
6400,0,8.32,40000.0,141.68,0,6,45.1,0
7500,0,10.33,42000.0,180.76,0,5,0.0,0
7500,0,12.22,55000.0,193.26,0,4,89.6,0
7500,0,11.28,72000.0,218.6,1,4,49.9,1
3500,0,11.91,175000.0,116.1,1,4,60.6,0
7000,0,15.38,80000.0,243.97,0,2,99.4,1
3000,0,10.01,35000.0,69.39,0,5,35.8,0
7500,0,11.59,100000.0,194.82,0,4,78.7,0
6000,0,8.0,53000.0,159.82,0,6,31.3,0
4700,0,10.96,45000.0,110.43,0,5,92.0,0
4250,0,16.96,35000.0,135.41,0,1,9.2,0
7500,0,11.91,50750.54,216.45,1,4,50.7,0
6000,0,12.22,92000.0,165.77,0,4,98.6,0
1500,0,8.32,38000.0,47.23,0,6,22.1,0
2400,0,12.22,41600.0,79.97,0,4,77.2,0
7500,0,8.32,44875.0,174.74,0,6,9.0,0
5500,0,12.22,28089.0,145.78,0,4,35.8,0
2300,0,13.17,37152.0,77.69,1,3,88.4,0
5000,0,10.33,30000.0,109.43,0,5,2.9,0
7500,0,10.96,44720.0,185.69,0,5,66.1,0
3200,0,9.7,39962.0,44.18,1,5,36.8,0
5000,0,10.96,30000.0,110.43,0,5,4.2,0
3200,0,12.86,33888.0,107.61,1,3,34.9,0
4900,0,10.96,75000.0,113.71,0,5,51.9,1
1500,0,12.86,35780.0,50.44,0,3,71.0,0
7500,0,10.96,65000.0,185.69,0,5,37.3,0
3000,0,16.33,55000.0,105.97,0,1,89.2,0
6600,0,10.33,30004.0,180.76,0,5,40.8,0
3600,0,9.7,30000.0,76.31,0,5,5.8,0
7500,0,14.75,30000.0,259.08,0,2,44.4,0
7500,0,11.91,48996.0,201.52,0,4,41.0,1
7500,0,16.33,50000.0,264.91,0,1,49.1,1
4900,0,14.12,32400.0,167.76,0,3,68.0,0
7500,0,11.91,73426.0,169.18,1,4,75.6,0
5000,0,11.91,36933.0,87.91,1,4,55.3,0
4000,0,14.75,62400.0,138.18,0,2,27.7,0
1800,0,8.32,31000.0,50.38,0,6,19.9,0
7500,0,10.33,87000.0,181.57,0,5,33.9,0
5500,0,8.32,50000.0,135.39,0,6,17.6,0
5000,0,13.17,60000.0,168.88,0,3,48.5,0
7500,0,11.59,38000.0,206.37,1,4,22.3,1
4000,0,10.96,33000.0,75.26,0,5,33.8,0
6500,0,10.96,44724.0,121.89,0,5,25.3,0
3000,0,11.28,24000.0,73.14,0,4,90.6,1
7500,0,10.96,22000.0,175.06,0,5,28.3,0
2000,0,11.28,42000.0,65.75,0,4,45.7,0
7500,0,10.33,68608.0,226.96,0,5,61.9,0
3000,0,8.32,26796.0,78.72,0,6,13.7,0
5000,0,11.91,42000.0,165.86,0,4,13.5,0
7500,0,13.17,80500.0,238.13,0,3,46.8,0
4000,0,8.32,66480.0,125.94,0,6,1.9,0
6000,0,7.68,175000.0,187.14,0,6,10.9,0
7500,0,10.01,40000.0,216.23,0,5,28.9,1
2700,0,9.7,51000.0,57.83,0,5,2.4,0
7200,0,11.28,56052.0,236.68,1,4,29.0,0
7500,0,11.28,160000.0,165.18,0,4,77.0,0
5000,0,15.07,27500.0,173.5,0,2,95.5,0
7500,0,12.22,116700.0,236.57,0,4,67.3,0
7500,0,13.17,71688.0,212.79,1,3,87.3,0
7500,0,11.59,155000.0,188.21,0,4,91.9,0
7500,0,15.07,75000.0,260.25,0,2,97.4,0
3000,0,9.7,18008.0,38.56,0,5,27.2,0
5000,0,11.91,27996.0,116.1,0,4,85.0,0
7500,0,8.63,84000.0,134.42,0,6,55.9,0
7000,0,12.54,79000.0,187.45,0,4,74.6,0
4000,0,16.01,40900.0,109.01,0,1,98.3,0
3000,0,11.28,35500.0,39.45,0,4,32.3,0
6400,0,14.75,28000.0,221.08,0,2,5.3,0
7000,0,13.17,49000.0,216.17,0,3,74.4,0
7500,0,12.86,105000.0,162.25,1,3,96.2,0
6000,0,10.33,47000.0,110.24,0,5,51.1,0
12000,0,12.22,60000.0,179.93,0,4,37.0,0
3000,0,12.54,31000.0,66.95,0,4,60.6,0
6500,0,8.32,31000.0,138.54,1,6,27.2,0
10000,0,12.22,36933.72,246.57,0,4,56.1,0
5000,0,8.32,82000.0,94.46,0,6,69.3,0
10000,0,10.96,58000.0,176.69,0,5,42.8,0
10000,0,13.8,200000.0,177.22,0,3,57.7,0
9000,0,12.22,138000.0,148.28,0,4,74.8,0
5000,0,12.54,54996.0,92.06,0,4,87.6,0
3000,0,10.01,58752.0,71.0,0,5,58.4,0
2000,0,10.01,54000.0,33.89,0,5,96.7,0
8000,0,13.17,55161.6,251.64,0,3,81.2,0
15000,0,10.96,45000.0,472.81,0,5,15.8,1
5000,0,8.0,51000.0,72.08,0,6,1.6,0
8500,0,15.7,50000.0,297.58,0,2,78.4,0
10000,0,9.7,108000.0,248.99,0,5,52.7,0
7500,0,10.71,41000.0,195.61,1,5,46.2,0
14000,0,10.33,50000.0,325.85,0,5,7.6,1
15000,0,10.64,75127.0,328.95,0,5,78.7,0
15000,0,11.28,100000.0,368.17,0,4,55.7,1
2900,0,8.0,50000.0,37.61,0,6,9.0,0
15000,0,12.22,57000.0,376.52,1,4,74.5,1
2000,0,11.91,50004.0,66.35,0,4,21.8,0
15000,0,12.86,52320.0,504.4,0,3,31.3,0
6000,0,12.22,48000.0,83.3,0,4,54.6,0
7500,0,10.96,30000.0,196.32,0,5,42.9,0
6000,0,9.7,39996.0,176.7,0,5,1.3,0
5600,0,10.64,78000.0,182.39,0,5,49.1,0
3000,0,9.7,62000.0,96.38,0,5,76.8,0
12000,0,13.49,55000.0,407.17,0,3,98.8,1
7500,0,8.63,42000.0,237.21,0,6,13.9,1
1500,0,9.7,51996.0,48.19,0,5,29.9,0
7500,0,9.76,78000.0,241.16,0,5,42.0,1
6500,0,8.63,23000.0,205.59,1,6,14.3,0
5000,0,12.86,25000.0,168.14,0,3,69.6,0
8000,0,10.96,51000.0,261.76,1,5,29.4,0
7500,0,11.59,32000.0,247.65,0,4,45.3,0
6500,0,11.91,26004.0,215.62,0,4,98.1,0
7500,0,13.8,68000.0,255.61,0,3,63.6,0
6800,0,11.59,41196.0,224.53,0,4,53.7,0
1000,0,11.28,55536.0,32.88,0,4,98.1,0
7500,0,12.86,48500.0,252.2,0,3,82.1,0
7000,0,8.0,22480.0,219.36,0,6,0.0,1
5075,0,12.54,20000.0,133.9,0,4,94.9,0
5000,0,11.28,83004.0,164.36,1,4,57.7,1
7500,0,11.28,115275.0,246.54,1,4,95.5,0
3000,0,12.22,60996.0,99.96,0,4,51.0,0
7000,0,8.0,91000.0,219.36,0,6,19.7,0
5600,0,11.91,25500.0,185.76,0,4,35.4,0
1500,0,12.22,14000.0,49.98,0,4,34.0,0
6000,0,10.01,60000.0,193.64,0,5,54.9,0
7500,0,12.22,39996.0,249.9,0,4,56.3,0
4800,0,11.91,38667.0,159.23,0,4,89.2,0
7000,0,15.38,71000.0,243.97,0,2,50.1,0
7500,0,11.34,35000.0,246.75,0,4,47.7,0
7000,0,8.0,45180.0,219.36,1,6,0.0,0
4950,0,7.68,35000.0,154.39,0,6,7.3,0
7500,0,8.32,50000.0,236.14,0,6,38.1,0
7500,0,8.32,70000.0,236.14,0,6,30.2,0
7500,0,10.39,91000.0,243.38,1,5,31.9,0
3000,0,8.0,93000.0,94.01,0,6,2.4,0
2000,0,10.39,22004.0,64.91,0,5,9.6,0
6000,0,9.76,60996.0,192.93,0,5,99.0,1
6500,0,13.87,105000.0,221.75,0,3,48.9,0
7500,0,11.03,58000.0,245.65,0,4,91.1,0
4500,0,11.03,47000.0,147.39,1,4,98.5,0
7000,0,11.66,112200.0,175.18,1,4,96.2,0
6000,0,11.66,39996.0,135.52,0,4,18.7,0
7500,0,8.32,44000.0,236.14,0,6,27.1,0
5000,0,8.32,30792.0,157.43,0,6,39.2,0
7500,0,13.24,23196.0,253.58,0,3,66.9,1
3000,0,10.08,36000.0,96.92,0,5,43.5,1
7500,0,8.63,35004.0,237.21,1,6,26.5,0
4800,0,9.45,45000.0,96.03,0,5,48.0,0
7200,0,10.08,38000.0,232.6,0,5,66.6,0
5000,0,11.03,50000.0,163.77,0,4,80.9,0
7500,0,13.24,30000.0,253.58,1,3,81.6,0
7500,0,9.76,22596.0,241.16,0,5,29.6,1
1500,0,10.39,35000.0,48.68,1,5,0.2,1
7500,0,13.55,70000.0,232.63,0,3,55.1,0
7500,0,9.45,45000.0,240.08,0,5,10.7,1
5500,0,12.29,34000.0,183.45,0,4,24.0,0
1600,0,11.66,60000.0,52.89,0,4,4.5,0
1500,0,12.29,155004.0,50.03,0,4,30.6,0
7500,0,8.32,30004.0,236.14,0,6,9.7,0
4000,0,12.61,143123.0,134.03,1,3,16.8,0
7000,0,11.34,35000.0,230.3,0,4,40.4,0
7000,0,8.32,50000.0,220.39,0,6,7.1,0
6000,0,12.61,30000.0,201.04,1,3,78.3,1
3000,0,12.29,42000.0,100.06,0,4,45.1,1
2000,0,11.97,48000.0,66.4,0,4,69.2,0
7500,0,8.32,100000.0,191.27,0,6,23.2,0
2000,0,9.76,80004.0,64.31,0,5,37.4,0
4000,0,8.32,32004.0,125.94,1,6,16.5,0
7500,0,11.03,115000.0,245.65,0,4,95.2,0
5600,0,8.0,26000.0,175.49,1,6,8.4,0
5000,0,10.08,48000.0,161.53,0,5,15.0,0
7500,0,12.29,131000.0,250.15,0,4,61.7,0
7500,0,8.0,48000.0,235.03,1,6,0.3,0
7500,0,11.66,61000.0,247.9,0,4,47.8,0
1000,0,7.37,34000.0,31.05,0,6,0.3,0
7500,0,12.61,42000.0,251.3,0,3,57.0,0
5900,0,10.71,36800.0,192.35,0,5,36.1,0
2100,0,12.29,57043.0,70.05,0,4,89.5,1
5750,0,9.45,95800.0,184.06,0,5,35.7,0
2500,0,10.08,65004.0,80.77,0,5,62.9,0
7500,0,11.97,68844.0,249.0,0,4,40.8,1
4550,0,11.03,53000.0,149.03,0,4,53.2,0
6300,0,12.29,44004.0,210.13,0,4,17.1,0
7500,0,10.71,90000.0,244.52,0,5,26.4,0
4800,0,9.76,35000.0,154.35,0,5,48.2,0
7500,0,10.39,42000.0,243.38,1,5,65.6,1
5000,0,12.29,42000.0,166.77,1,4,27.2,1
6000,0,11.03,33276.0,196.52,0,4,73.0,0
7500,0,13.24,138000.0,253.58,0,3,18.2,0
5500,0,11.03,53000.0,180.15,0,4,23.6,0
7500,0,10.39,50000.0,243.38,0,5,61.6,0
4000,0,9.45,20000.0,128.04,0,5,14.9,0
7500,0,11.97,57000.0,249.0,0,4,40.7,0
4500,0,8.63,78996.0,142.33,0,6,32.7,0
7000,0,8.0,18000.0,163.74,1,6,5.0,0
5000,0,10.08,60000.0,161.53,0,5,44.7,0
6000,0,12.92,32000.0,201.94,0,3,71.2,0
7500,0,11.34,33000.0,246.75,0,4,28.0,0
7200,0,10.39,63500.0,233.65,0,5,70.0,0
7500,0,9.76,67500.0,241.16,0,5,47.1,0
4000,0,8.63,19404.0,126.52,0,6,34.7,0
5000,0,7.68,48000.0,155.95,0,6,0.3,0
7500,0,11.03,77268.7,245.65,0,4,71.6,0
6000,0,8.63,36450.0,189.77,1,6,0.0,0
6500,0,11.34,24996.0,213.85,0,4,28.1,0
3600,0,8.32,12120.0,113.35,0,6,70.2,0
7500,0,11.34,60000.0,246.75,0,4,4.8,0
5000,0,11.03,91644.0,163.77,0,4,41.4,0
1200,0,11.34,18000.0,39.48,0,4,72.6,0
5000,0,12.29,58380.0,166.77,0,4,50.0,0
3500,0,10.71,24000.0,114.11,0,5,76.7,0
5000,0,15.45,40000.0,174.44,1,2,92.5,0
4200,0,8.63,60000.0,132.84,0,6,0.0,0
7500,0,13.24,129996.0,253.58,0,3,79.5,1
7500,0,10.39,53000.0,243.38,0,5,39.0,0
5200,0,10.08,40000.0,167.99,0,5,51.6,0
1600,0,10.08,45000.0,51.69,1,5,48.7,0
5000,0,8.63,130000.0,158.14,0,6,25.8,0
6500,0,8.32,39996.0,204.65,0,6,19.0,0
7500,0,11.03,85000.0,245.65,1,4,84.0,0
7500,0,13.24,82500.0,253.58,0,3,51.8,0
7500,0,11.97,91000.0,249.0,0,4,30.6,0
6000,0,9.45,110000.0,192.06,0,5,1.8,0
1925,0,12.29,60000.0,64.21,0,4,45.4,0
7500,0,11.03,60000.0,245.65,0,4,52.3,1
2400,0,10.71,36000.0,78.25,1,5,33.2,0
7250,0,8.0,20800.0,206.83,0,6,72.2,0
7500,0,12.92,59000.0,252.42,0,3,58.9,1
7500,0,12.29,65000.0,250.15,1,4,7.9,0
3000,0,7.68,200000.0,93.57,0,6,1.5,0
7000,0,10.08,33000.0,226.14,1,5,10.9,0
4000,0,9.76,12000.0,128.62,0,5,31.9,0
7500,0,8.0,60000.0,235.03,0,6,26.2,0
5500,0,9.76,62400.0,176.86,0,5,0.0,0
7500,0,10.39,30000.0,243.38,0,5,14.1,0
7500,0,13.55,42000.0,254.7,0,3,59.4,0
1000,0,9.45,61000.0,32.01,0,5,97.2,0
7300,0,9.45,41400.0,233.67,0,5,15.4,0
7500,0,8.0,160000.0,235.03,0,6,27.9,0
4000,0,11.66,24000.0,132.21,0,4,21.7,0
3000,0,9.45,25992.0,96.03,0,5,11.1,0
7500,0,8.32,37676.0,236.14,0,6,24.0,0
3000,0,9.76,45996.0,96.47,0,5,48.3,0
4000,0,9.76,30000.0,128.62,0,5,32.3,0
7500,0,10.08,50000.0,242.29,0,5,77.6,1
6500,0,11.34,38000.0,213.85,0,4,67.8,0
3000,0,7.37,39996.0,93.14,0,6,2.0,0
7000,0,10.71,65000.0,228.22,0,5,76.7,0
5000,0,13.24,57996.0,169.05,0,3,65.4,0
7500,0,12.61,80004.0,251.3,0,3,61.9,1
7500,0,10.71,79992.0,244.52,0,5,30.1,0
3200,0,7.37,45240.0,99.35,0,6,3.0,0
7000,0,8.0,44500.0,219.36,0,6,22.7,0
6600,0,11.97,54000.0,219.12,0,4,86.3,0
5050,0,12.29,62000.0,168.44,0,4,82.7,1
2500,0,11.66,33448.0,82.64,0,4,23.8,0
7500,0,12.92,50000.0,252.42,0,3,35.8,1
4000,0,12.29,27040.0,133.42,0,4,30.8,0
7500,0,14.5,109000.0,258.16,0,2,92.3,0
4200,0,11.66,68500.0,138.82,0,4,94.0,0
5000,0,8.63,31200.0,98.84,0,6,3.8,0
7500,0,12.61,34780.0,251.3,1,3,76.7,0
7500,0,12.61,75000.0,251.3,0,3,64.1,0
5000,0,12.92,39996.0,168.28,0,3,85.8,0
6000,0,10.39,38000.0,194.71,0,5,19.8,0
2500,0,8.63,60000.0,50.61,0,6,54.6,0
4000,0,10.08,37000.0,129.22,0,5,17.2,0
7100,0,8.32,39000.0,151.13,0,6,48.3,0
7500,0,12.29,500000.0,163.43,0,4,23.8,0
5000,0,10.39,77000.0,134.67,0,5,43.0,1
7500,0,9.76,38168.0,162.39,0,5,6.4,0
6825,0,8.32,42000.0,149.55,0,6,1.2,1
1500,0,7.37,35004.0,36.48,0,6,15.5,0
4000,0,11.34,30000.0,131.6,0,4,30.8,0
7500,0,11.03,90000.0,166.23,0,4,86.0,0
7500,0,8.32,45000.0,156.64,0,6,53.8,0
7500,0,11.97,40000.0,153.55,0,4,47.6,1
3500,0,7.68,17004.0,109.17,0,6,10.7,0
7000,0,11.66,44000.0,231.37,0,4,56.7,0
7500,0,13.87,62000.0,255.86,0,3,90.3,0
6000,0,10.39,35324.0,153.33,0,5,34.1,0
5000,0,10.39,54996.0,162.26,0,5,47.1,0
7500,0,11.34,21500.0,246.75,1,4,64.5,0
7500,0,13.55,55000.0,254.7,0,3,86.2,1
3500,0,8.32,41464.28,110.2,0,6,56.2,0
7000,0,8.0,65000.0,219.36,0,6,0.0,0
7500,0,10.08,65000.0,242.29,0,5,37.9,0
3000,0,11.66,33000.0,57.85,1,4,53.6,0
4000,0,9.45,24996.0,128.04,0,5,24.0,0
7500,0,6.0,72000.0,231.03,0,3,46.9,0
7500,0,11.03,40000.0,183.42,0,4,62.0,0
10000,0,14.18,90000.0,342.66,0,2,62.3,0
7500,0,8.63,113800.0,132.84,0,6,47.5,0
5000,0,11.34,54396.0,164.5,0,4,37.6,0
6000,0,8.0,75000.0,188.02,0,6,23.2,0
5000,0,10.39,66000.0,118.45,0,5,20.0,0
6500,0,11.03,55000.0,212.9,0,4,26.6,0
5125,0,10.71,65000.0,167.09,0,5,94.5,0
7500,0,10.08,80000.0,188.99,0,5,10.7,1
7500,0,13.24,117000.0,253.58,0,3,32.7,0
6000,0,15.45,36000.0,209.32,1,2,40.9,0
7000,0,8.63,67000.0,173.17,0,6,4.4,0
7500,0,10.39,27000.0,194.71,0,5,60.5,0
7500,0,8.63,80000.0,237.21,0,6,3.8,0
6000,0,8.32,40000.0,188.91,0,6,25.3,0
5000,0,11.34,90000.0,87.19,0,4,51.1,0
7500,0,8.0,45000.0,235.03,0,6,11.1,0
7500,0,10.08,35000.0,151.03,0,5,99.1,1
25000,0,13.55,64000.0,155.37,0,3,41.0,1
6700,0,12.92,19368.0,153.98,0,3,70.1,0
7500,0,12.92,50000.0,195.21,0,3,53.4,1
7000,0,12.92,82000.0,164.08,0,3,90.5,0
6000,0,10.39,61000.0,132.24,0,5,90.3,0
5800,0,11.97,89018.0,135.29,0,4,82.5,0
2000,0,7.68,80004.0,62.38,0,6,18.7,0
6600,0,10.71,47000.0,116.56,0,5,53.9,1
7500,0,8.0,44000.0,175.49,0,6,0.7,0
5000,0,9.45,40000.0,160.05,0,5,30.7,0
7000,0,11.66,65000.0,231.37,0,4,39.6,0
7000,0,10.08,100000.0,122.76,0,5,31.8,0
6000,0,10.08,48000.0,193.83,0,5,36.2,1
7000,0,8.63,85000.0,163.68,0,6,27.0,0
7500,0,8.0,125000.0,112.82,0,6,20.3,0
7500,0,11.03,105000.0,245.65,0,4,61.3,0
7500,0,12.29,35300.0,166.77,0,4,69.2,0
7000,0,8.63,46800.0,221.4,0,6,7.8,0
7500,0,11.03,60000.0,163.77,0,4,88.1,0
7500,0,11.34,97000.0,180.95,0,4,96.2,0
7500,0,10.08,81000.0,171.22,0,5,97.4,1
7000,0,9.76,44000.0,151.13,0,5,25.0,0
7500,0,10.08,145000.0,177.68,0,5,41.4,0
12000,0,12.61,50268.0,402.08,0,3,70.2,0
1000,0,7.37,40000.0,31.05,0,6,46.6,0
7500,0,10.08,85000.0,162.34,0,5,73.2,0
5000,0,10.71,30000.0,163.01,0,5,45.3,0
7000,0,8.0,44000.0,219.36,0,6,1.9,0
10000,0,8.32,36000.0,134.6,0,6,17.5,0
10000,0,11.97,60000.0,76.36,0,4,49.4,0
10000,0,8.0,65000.0,70.51,0,6,1.4,1
9600,0,11.97,65000.0,70.55,0,4,95.2,0
5000,0,10.08,52000.0,138.92,0,5,61.4,0
9000,0,10.71,39000.0,293.42,0,5,52.4,0
5000,0,8.0,40000.0,156.69,0,6,10.8,0
6000,0,8.63,100000.0,189.77,0,6,12.0,0
6400,0,11.66,100000.0,101.64,0,4,87.8,1
6400,0,8.63,58900.0,202.42,0,6,52.7,0
6400,0,11.34,52000.0,210.56,0,4,41.4,0
9600,0,11.97,70000.0,136.95,0,4,40.4,1
9525,0,11.66,60417.0,122.3,0,4,88.8,1
4600,0,12.92,34000.0,154.82,0,3,43.4,0
2000,0,7.37,98000.0,62.1,0,6,5.1,0
4000,0,9.45,29000.0,128.04,0,5,15.1,0
6400,0,10.39,87000.0,207.69,0,5,66.9,0
3000,0,11.03,30000.0,98.26,0,4,84.0,0
7675,0,13.87,42994.0,118.55,1,3,81.6,1
7500,0,11.34,35000.0,118.44,0,4,48.9,0
10000,0,10.71,200000.0,163.01,0,5,69.9,1
6000,0,8.0,27000.0,188.02,0,6,70.9,0
5000,0,9.76,47000.0,160.78,0,5,23.1,0
9600,0,11.66,60000.0,185.1,0,4,34.2,0
6400,0,12.29,35000.0,213.46,0,4,64.0,0
8400,0,14.5,50000.0,289.14,0,2,69.0,0
4000,0,11.34,105000.0,131.6,0,4,50.9,0
9600,0,13.87,110000.0,327.5,0,3,82.7,0
9600,0,11.03,62892.0,235.83,0,4,37.2,0
5600,0,11.03,50000.0,183.42,0,4,8.0,0
10000,0,11.03,80000.0,147.39,0,4,82.5,1
9250,0,10.08,36194.0,128.42,0,5,19.5,0
9600,0,10.08,60000.0,310.13,0,5,30.9,0
6400,0,10.08,62000.0,206.76,0,5,49.3,0
9000,0,11.34,132000.0,296.1,0,4,85.4,0
5000,0,12.92,18492.0,168.28,0,3,89.5,0
3200,0,7.68,61717.0,99.81,0,6,3.6,0
16000,0,9.45,50000.0,272.09,0,5,18.0,0
10000,0,10.39,34000.0,178.48,0,5,1.0,1
5000,0,13.87,44500.0,170.58,0,3,44.2,0
15000,0,13.24,49992.0,253.58,0,3,83.7,0
16775,0,11.97,83000.0,307.93,0,4,92.2,0
3000,0,10.71,42264.0,97.81,0,5,53.4,0
16000,0,8.63,33000.0,506.05,0,6,3.1,0
10000,0,13.24,102000.0,338.1,0,3,96.3,1
15000,0,10.39,57000.0,259.61,0,5,47.8,0
10000,0,9.76,36252.0,321.55,0,5,11.2,1
7000,0,8.0,35000.0,219.36,0,6,2.7,0
8800,0,10.71,65500.0,286.9,0,5,51.5,0
5000,0,15.13,60000.0,173.65,1,2,84.4,0
6975,0,12.29,28000.0,232.64,0,4,38.4,0
5000,0,7.68,185000.0,155.95,0,6,33.3,0
20000,0,12.29,96000.0,266.83,1,4,66.7,1
9900,0,9.76,60000.0,318.34,0,5,18.7,0
10000,0,11.66,67000.0,198.32,0,4,52.1,0
3000,0,12.92,38004.0,100.97,0,3,64.3,0
20000,0,16.08,82000.0,387.17,0,1,31.1,1
4500,0,11.03,37342.5,147.39,0,4,32.0,0
4000,0,12.61,30900.0,134.03,0,3,61.2,0
10000,0,15.76,42642.71,350.39,0,1,23.1,0
2400,0,11.03,50000.0,78.61,0,4,60.8,0
9700,0,11.34,28000.0,220.43,0,4,0.8,1
11200,0,9.76,36000.0,199.36,0,5,75.6,0
15000,0,11.03,32000.0,229.28,0,4,0.4,0
12000,0,8.32,54996.0,220.39,0,6,24.7,0
20000,0,10.08,44500.0,161.53,0,5,44.2,0
5000,0,10.08,27000.0,161.53,0,5,20.6,0
2800,0,12.29,26500.0,93.39,0,4,6.4,0
24000,0,16.08,105900.0,492.76,1,1,74.7,1
4500,0,11.97,115200.0,149.4,0,4,86.4,0
10000,0,10.08,35665.0,323.05,0,5,26.4,0
5700,0,10.39,36000.0,184.97,0,5,74.4,0
4075,0,8.32,19200.0,128.3,0,6,2.0,0
5000,0,11.66,69600.0,165.27,0,4,15.6,0
4000,0,10.08,15000.0,129.22,0,5,35.9,1
10000,0,10.71,50000.0,163.01,0,5,71.2,1
3300,0,11.03,70000.0,108.09,0,4,60.9,0
12000,0,13.55,82000.0,203.76,1,3,51.8,0
25000,0,17.03,97000.0,249.68,1,1,8.3,0
10400,0,11.66,57300.0,178.49,0,4,76.8,0
3000,0,9.76,48000.0,96.47,0,5,42.8,0
16000,0,13.24,50000.0,83.68,1,3,81.3,1
10000,0,8.0,28989.0,313.37,0,6,16.7,0
12000,0,11.66,35280.0,170.22,0,4,30.2,1
6000,0,13.24,38400.0,202.86,0,3,65.6,0
7200,0,11.97,64000.0,239.04,0,4,71.0,1
1000,0,7.68,36000.0,31.19,0,6,16.7,0
5000,0,10.08,42000.0,161.53,0,5,1.9,0
5000,0,11.97,51320.0,166.0,0,4,70.3,0
9600,0,11.97,78000.0,318.72,0,4,88.6,0
3600,0,10.71,110000.0,117.37,0,5,87.9,0
5000,0,11.97,48000.0,166.0,0,4,81.2,0
13000,0,11.97,50000.0,292.16,0,4,37.0,0
7200,0,10.71,40000.0,234.74,0,5,49.0,0
8000,0,12.92,45000.0,269.25,0,3,89.7,0
10000,0,10.39,62200.0,324.51,0,5,47.2,0
